recipes_id,title,cook_time_minutes,ingredients,instructions,photo_url,prep_time_minutes,total_time_minutes,rating_stars,review_count
1479,Jewish Apple Cake II,0,"['3 cups all-purpose flour', '4 eggs', '2 1/2 cups white sugar', '3 teaspoons baking powder', '1/2 teaspoon salt', '3 apples - peeled, cored and sliced', '1 cup vegetable oil', '1/2 cup orange juice', '2 1/2 teaspoons vanilla extract', '5 tablespoons white sugar', '2 teaspoons ground cinnamon']","['Preheat oven to 350 degrees F (175 degrees C). Grease and flour one 10 inch tube pan.', 'Sprinkle sliced apples with 5 tablespoons white sugar and the ground cinnamon. Toss to coat and set aside.', 'Mix the flour, eggs, 2 1/2 cups sugar, baking powder, salt, vegetable oil, orange juice and vanilla until well blended. Batter will be fairly stiff.', 'Pour 1/2 of the batter into the prepared pan. Place the apple mixture over the batter then pour the remaining batter over the top.', 'Bake at 350 degrees F (175 degrees C) for 60 to 80 minutes. Let cake cool in pan.']",http://images.media-allrecipes.com/userphotos/250x250/364475.jpg,0,0,4.68,93
1480,Chocolate Cakes with Liquid Centers,0,"['1/2 cup butter', '4 (1 ounce) squares bittersweet chocolate', '2 eggs', '2 egg yolks', '1/4 cup white sugar', '2 teaspoons all-purpose flour']","['Preheat oven to 450 degrees F (230 degrees C). Butter and flour four 4 ounce ramekins or custard cups.', 'In the top half of a double boiler set over simmering water, heat the butter and the chocolate until chocolate is almost completely melted.', 'Beat the eggs, egg yolks and sugar together until light colored and thick.', 'Beat together the melted chocolate and butter. While beating, slowly pour the chocolate mixture into the egg mixture, then quickly beat in the flour and mix until just combined.', 'Divide the batter between the four molds and bake at 450 degrees F (230 degrees C) for 6 to 7 minutes. The centers of the cakes will still be quite soft. Invert cakes on serving plates and let sit for about 15 seconds, then unmold. Serve immediately with fresh whipped cream, if desired.']",http://images.media-allrecipes.com/userphotos/250x250/666882.jpg,0,0,4.64,299
1481,Maple Walnut Muffins,0,"['2 cups all-purpose flour', '1 tablespoon baking powder', '1 teaspoon salt', '1/2 cup butter, softened', '1/2 cup packed brown sugar', '1/2 cup real maple syrup', '2 eggs', '3/4 cup milk', '1/2 cup chopped walnuts']","['Preheat oven to 375 degrees F (190 degrees C). Line muffin pan with paper baking cups.', 'Sift the flour, baking powder, and salt together and set aside.', 'Cream the butter and sugar together until light and fluffy. Stir in the maple syrup and the eggs and beat until well blended. Add the flour mixture alternately with the milk and beat until well blended. Stir in the walnuts. Spoon the batter into the muffin tins filling each about 3/4 full.', 'Bake at 375 degrees F (190 degrees C) for 20 minutes or until toothpick inserted in center comes out clean. Remove to wire rack to cool completely.']",http://images.media-allrecipes.com/userphotos/560x315/2693053.jpg,0,0,4.19,44
1482,Oatmeal Cake II,0,"['1 1/4 cups boiling water', '1 cup quick cooking oats', '1/2 cup butter', '3/4 cup packed brown sugar', '3/4 cup white sugar', '2 eggs', '1 teaspoon vanilla extract', '1 teaspoon baking soda', '1/2 teaspoon salt', '1 teaspoon ground cinnamon', '1 1/2 cups all-purpose flour', '1/2 cup raisins']","['Pour the boiling water over the quick oats and let stand for 20 minutes.', 'Preheat oven to 350 degrees F (175 degrees C). Lightly grease one 13x15 inch baking pan .', 'Cream the shortening with the sugar until light. Beat in the eggs. Then add the oats and vanilla, mixing well.', 'Combine the baking soda, salt , cinnamon and flour. Mix until combined. Add the raisins to the flour mixture and coat well.', 'Add the raisin and flour mixture to the oatmeal mixture and stir to combine. Pour the batter into the prepared pan.', ""Bake at 350 degrees F (175 degrees C) for 25 minutes or until a tester inserted near the center comes out clean. Dust with confectioners' sugar or serve with whipped topping, if desired.""]",http://images.media-allrecipes.com/userphotos/560x315/93580.jpg,0,0,4.7,60
1483,Sticky Toffee Pudding Cake,25,"['1 3/4 cups pitted, chopped dates', '1 teaspoon baking soda', '3/4 cup boiling water', '1/3 cup butter', '3/4 cup white sugar', '2 eggs, beaten', '1 1/8 cups self-rising flour', '3/4 cup packed brown sugar', '1/3 cup butter', '2/3 cup evaporated milk', '1 teaspoon vanilla extract']","['Preheat oven to 350 degrees F (175 degrees C). Grease an 8-inch square baking dish.', 'In a small bowl combine the dates and baking soda. Pour enough boiling water over the dates to just cover them.', 'Cream 1/3 cup of butter with the white sugar until light. Beat in the eggs and mix well to combine.', 'Add the flour and date mixture (including water) to the egg mixture and fold to combine. Pour the batter into the prepared baking dish.', 'Bake in the preheated oven until a tester comes out clean, 30 to 40 minutes. Let cool slightly and prepare the sauce.', 'To Make Caramel Sauce: In a small saucepan combine the brown sugar, 1/3 cup butter, and evaporated milk. Cook over medium heat and bring to boil. Turn heat down and simmer for 5 minutes, stirring occasionally. Remove from heat and stir in the vanilla. Pour the sauce over individual servings of warm cake.']",http://images.media-allrecipes.com/userphotos/560x315/563722.jpg,30,65,4.65,113
1484,Flourless Chocolate Cake I,0,"['1/2 cup water', '1/4 teaspoon salt', '3/4 cup white sugar', '18 (1 ounce) squares bittersweet chocolate', '1 cup unsalted butter', '6 eggs']","['Preheat oven to 300 degrees F (150 degrees C). Grease one 10 inch round cake pan and set aside.', 'In a small saucepan over medium heat combine the water, salt and sugar. Stir until completely dissolved and set aside.', 'Either in the top half of a double boiler or in a microwave oven melt the bittersweet chocolate. Pour the chocolate into the bowl of an electric mixer.', 'Cut the butter into pieces and beat the butter into the chocolate, 1 piece at a time. Beat in the hot sugar-water. Slowly beat in the eggs, one at a time.', 'Pour the batter into the prepared pan. Have a pan larger than the cake pan ready, put the cake pan in the larger pan and fill the pan with boiling water halfway up the sides of the cake pan.', 'Bake cake in the water bath at 300 degrees F (150 degrees C) for 45 minutes. The center will still look wet. Chill cake overnight in the pan. To unmold, dip the bottom of the cake pan in hot water for 10 seconds and invert onto a serving plate.']",http://images.media-allrecipes.com/userphotos/560x315/668993.jpg,0,0,4.67,714
1485,Persimmon Pudding Cake,0,"['3/4 cup white sugar', '1 cup all-purpose flour', '1 cup persimmon pulp', '1 teaspoon baking soda', '1/2 teaspoon baking powder', '1/2 teaspoon salt', '1/2 cup raisins', '1/2 cup chopped walnuts', '1/2 cup milk']","['Preheat oven to 350 degrees F (175 degrees C). Lightly grease one 9 or 10 inch bundt pan.', 'Combine the persimmon pulp with the baking soda. Stir in the sugar, flour, baking powder, salt, raisins, chopped nuts and milk. Mix until combined. Pour the batter into the prepared pan.', 'Bake at 350 degrees F (175 degrees C) for 1 hour. Serve warm with lemon sauce or vanilla ice cream.']",http://images.media-allrecipes.com/userphotos/560x315/1083502.jpg,0,0,3.43,7
1486,Rave Reviews Coconut Cake,0,"['1 (18.25 ounce) package yellow cake mix', '1 (3.5 ounce) package instant vanilla pudding mix', '1 1/3 cups water', '4 eggs', '1/4 cup vegetable oil', '2 cups flaked coconut', '1 cup chopped walnuts', '4 tablespoons butter', '2 cups flaked coconut', '2 teaspoons milk', ""3 1/2 cups confectioners' sugar"", '1/2 teaspoon vanilla extract', '1 (8 ounce) package cream cheese']","['Preheat oven to 350 degrees F (175 degrees C). Grease and flour three 8 or 9 inch round cake pans.', 'Blend the cake mix, pudding mix, water, eggs and oil in a large mixing bowl. Beat at medium speed for 4 minutes. Stir in 2 cups of the coconut and the chopped walnuts. Pour the batter into the prepared pans.', 'Bake at 350 degrees F (175 degrees C) for 35 minutes. Let cakes cool in pans for 15 minutes then remove and finish cooling on rack.', 'To Make Frosting: Melt the butter or margarine in a skillet. Add the 2 cups flaked coconut and stir constantly over low heat until golden brown. Spread coconut on absorbent paper to cool.', ""Cream the remaining 2 tablespoons butter or margarine with the cream cheese. Add the milk and confectioners' sugar alternately, beating well. Add the vanilla and stir in 1 3/4 cups of the toasted coconut."", 'To Assemble Cake: Spread tops of cooled cake layers with some of the frosting. Stack them and then frost the sides of the cake. Sprinkle Cake with the remaining toasted coconut.']",http://images.media-allrecipes.com/userphotos/560x315/15642.jpg,0,0,4.61,88
1487,Caramel Frosting IV,0,"['1/2 cup butter', '1 cup packed brown sugar', '1/4 teaspoon salt', '6 tablespoons milk', ""3 cups sifted confectioners' sugar""]","['Melt butter in a saucepan, stir in the brown sugar and the salt. Bring to a boil and boil for 2 minutes, stirring constantly. Remove from heat and add the milk, stirring all the while.', ""Return to heat and bring to a boil again. Remove from heat and allow to cool until lukewarm (approximately 20 to 25 minutes). Stir in the confectioners' sugar and beat until smooth and cool enough to spread. You might need to add a few drops of milk if frosting gets too stiff.""]",http://images.media-allrecipes.com/userphotos/250x250/693593.jpg,0,0,4.45,163
1488,Burnt Sugar Chiffon Cake,40,"['1 cup white sugar', '1/2 cup boiling water', '2 cups sifted all-purpose flour', '1 1/2 cups white sugar', '3 teaspoons baking powder', '1 teaspoon salt', '1/2 cup vegetable oil', '7 egg yolks', '1/4 cup water', '1 teaspoon vanilla extract', '1 cup egg whites', '1/2 teaspoon cream of tartar']","['To Make Burnt Sugar Mixture: Melt 1 cup white sugar in a pan till medium brown. Slowly stir in 1/2 cup boiling water.', 'Preheat oven to 325 degrees (165 degrees C).', 'Sift together into mixing bowl the flour, 1 1/2 cups white sugar, baking powder, and salt. Form a well in the dry ingredients and add the vegetable oil, egg yolks, burnt sugar mixture, cold water and vanilla. Beat with wooden spoon until smooth.', 'Beat egg whites and cream of tartar in large bowl until they hold very stiff peaks. Pour egg yolk mixture in a thin stream over egg whites. Fold in gently. Pour batter into an ungreased tube pan.', 'Bake at 325 degrees F (165 degrees C) for 65 to 70 minutes.']",http://images.media-allrecipes.com/userphotos/560x315/15602.jpg,65,105,3.92,9
1489,Orange Slice Cake II,0,"['1 cup butter', '2 cups white sugar', '4 eggs', '1/2 cup buttermilk', '1 teaspoon baking soda', '3 1/2 cups all-purpose flour', '1 pound dates, pitted and chopped', '1 pound orange slices candy, chopped', '2 cups chopped walnuts', '1 cup flaked coconut', '1 cup fresh orange juice', ""2 cups confectioners' sugar""]","['Preheat oven to 250 degrees F (120 degrees C). Grease and flour one 9x13 inch baking pan.', 'Cream the butter and the sugar together until light and fluffy. Add the eggs, one at a time beating after each addition.', 'Dissolve the baking soda in the butter milk and add it to the egg mixture, beating well.', 'In a large bowl mix the flour, dates, candy, nuts and coconut. Mix to coat. Add the flour mixture to the creamed mixture and combine well. Dough will be very stiff and may require mixing with your hands. Place dough into the prepared pan.', ""Bake at 250 degrees F (120 degrees C) for 2 1/2 to 3 hours. Mix the orange juice and confectioners' sugar together and pour over the hot cake. Let cake stand in pan overnight before serving.""]",http://images.media-allrecipes.com/global/recipes/nophoto/nopicture-910x511.png,0,0,5,2
1490,Orange Cream Cake III,0,"['1 (18.25 ounce) package orange cake mix', '1 (3 ounce) package orange flavored Jell-O® mix', '1 cup hot water', '1/2 cup cold water', '1 (8 ounce) container frozen whipped topping, thawed', '1 (3.5 ounce) package instant vanilla pudding mix', '1 cup milk', '1 teaspoon vanilla extract', '1 teaspoon orange extract']","['Mix orange cake mix and bake in a 9x13 inch cake pan according to package directions. Let cake cool and poke holes in cake 1 inch apart with a fork.', 'Mix the gelatin with the hot water and then add the cold water. Pour evenly over the cooled cake.', 'Combine the whipped topping, instant vanilla pudding, milk, vanilla and orange extracts. Beat until thoroughly mixed and thickened. Spread evenly over the cake. Refrigerate cake for 1 hour before serving.']",http://images.media-allrecipes.com/userphotos/250x250/845074.jpg,0,0,4.28,42
1491,Mexican Wedding Cake,0,"['2 cups all-purpose flour', '2 teaspoons baking soda', '1/2 teaspoon salt', '2 cups white sugar', '2 eggs', '1 (20 ounce) can crushed pineapple with juice', '1 cup white sugar', '1/2 cup butter', '1 cup evaporated milk', '1 cup flaked coconut', '1 teaspoon vanilla extract', '1/2 cup chopped pecans']","['Preheat oven to 350 degrees F (175 degrees C). Grease and flour one 9x13 inch baking pan. Combine the flour, baking soda, salt and 2 cups sugar; set aside.', 'Beat the eggs and add them to the flour mixture. Then stir in the crushed pineapple and juice until just blended. Pour batter into the prepared pan.', 'Bake at 350 degrees F (175 degrees C) for 30 minutes, or until a toothpick inserted into cake comes out clean.', ""To Make Frosting: In a medium saucepan bring to a boil the 1 cup white sugar, butter, and evaporated milk. Boil for 2 minutes, watching carefully to be sure it doesn't burn. Stir the mixture frequently while cooking. Remove from the heat and stir in the vanilla, coconut and pecans. Beat until it cools to lukewarm then pour over the cooled cake.""]",http://images.media-allrecipes.com/userphotos/560x315/1568354.jpg,0,0,4.68,33
1492,Chocolate Mousse Cake I,30,"['1 cup white sugar', '2 cups butter', '1 cup water', '1 teaspoon instant coffee granules (optional)', '1 pound semisweet chocolate, chopped', '8 eggs', '1/2 cup heavy whipping cream', ""1 tablespoon confectioners' sugar"", '16 whole almonds, toasted (optional)']","['Preheat oven to 350 degrees F (175 degrees C). Grease a 9-inch springform pan and wrap bottom with aluminum foil.', 'Heat sugar, butter, water, coffee, and chocolate in a 3-quart saucepan over low heat, stirring constantly, until chocolate is melted and mixture is smooth; remove from heat. Beat eggs in a separate bowl; gradually pour in the chocolate mixture, whisking constantly. The batter will be very thin. Transfer batter to prepared pan.', 'Bake in the preheated oven until a wooden pick inserted in center comes out clean, about 45 to 50 minutes. Cool completely. Remove sides of pan. Cover cake with plastic wrap and refrigerate until chilled, at least 4 hours.', ""Remove plastic wrap. Beat whipping cream and confectioners' sugar in a chilled 1 1/2 quart bowl until stiff. Garnish top of cake with whipped cream and, if desired, whole almonds. Refrigerate any remaining cake.""]",http://images.media-allrecipes.com/userphotos/250x250/601063.jpg,45,330,4.49,20
1493,Hot Milk Sponge Cake II,0,"['1/2 cup milk', '1 tablespoon unsalted butter', '1 cup sifted cake flour', '1 teaspoon baking powder', '1/2 teaspoon salt', '2 eggs', '3/4 cup super fine sugar', '1 teaspoon vanilla extract']","['Position rack in the lower third of the oven and preheat to 350 degrees F (175 degrees C). Butter a 9-inch round layer pan and line with a parchment circle.', 'In a small saucepan, heat the milk and butter to almost boiling. Set aside.', 'Sift together the flour, baking powder, and salt in a triple sifter. Set aside.', 'Beat the eggs on medium-high speed in an electric mixer fitted with beaters or a whip attachment for about 2 minutes. Gradually add the sugar, 1 tablespoon at a time, taking about 4-5 minutes to blend it in well. Scrape the sides of the bowl occasionally. The mixture will thicken and turn light yellow in color.', 'Reduce mixer speed to medium. Add the vanilla, then pour in the hot milk IN A STEADY STREAM, taking about 10 seconds. Immediately add the dry ingredients all at once, and beat just until blended, scraping the sides of the bowl as necessary. Increase mixer speed to medium-high and beat 10 seconds. The batter will be very thin. Remove the bowl from the mixer and quickly pour the batter into the prepared pan.', 'Bake 30-35 minutes, or until the cake begins to come away from the sides of pan and is golden brown and springy to the touch.', 'Set on a cake rack to cool for about 10 minutes. Run a thin knife around the sides of the pan to loosen. Invert pan onto the rack sprayed with nonstick coating and peel off the parchment paper. Invert again to finish cooling right-side up. Store the plain sponge layer under a glass dome or covered with aluminum foil at room temperature for up to 3 days. For longer storage, freeze.']",http://images.media-allrecipes.com/userphotos/250x250/133872.jpg,0,0,3.86,17
1494,Non-Dairy Chocolate Cake with German Chocolate Frosting,0,"['2 1/3 cups all-purpose flour', '1 cup whole wheat flour', '1 1/4 teaspoons baking soda', '2/3 cup unsweetened cocoa powder', '2/3 cup packed brown sugar', '2/3 cup vegetable oil', '1 cup water', '3/4 cup maple syrup', '2/3 cup applesauce', '1 1/4 tablespoons cider vinegar', '2 1/2 teaspoons vanilla extract', '1 quart soy milk', '1 cup barley malt syrup', '2 cups brown rice syrup', '5 tablespoons egg substitute', '1/4 cup water', '1 (10.5 ounce) package crumbled firm silken tofu', '1 1/2 pounds flaked coconut', '3 cups chopped pecans', '6 tablespoons arrowroot powder']","['Preheat oven to 350 degrees F (175 degrees C). Grease and flour two 10-inch round cake pans.', 'In a large bowl sift together all-purpose flour, whole wheat flour, soda, and cocoa.', 'In another bowl mix the brown sugar, oil, 1 cup water, maple syrup, applesauce, vinegar, and vanilla. Add the dry ingredients to the wet and mix for 2 minutes. Pour into prepared pans.', 'Bake at 350 degrees F (175 degrees C) for 30 to 40 minutes.', 'Cool and frost with Non-Dairy German Chocolate Frosting. To make frosting: scald soy milk, barley malt syrup, and brown rice syrup.', 'Mix egg substitute and 1/4 cup water until foamy. Add to milk and syrup mixture and cook until thickened.', 'Blend tofu in food processor until smooth and add to thickened syrup mixture with coconut, pecans, and arrowroot. Cook for 2 minutes and remove from heat. Cool.']",http://images.media-allrecipes.com/userphotos/250x250/141604.jpg,0,0,3.5,5
1495,Barbie Doll Cake,0,"['1 (18.25 ounce) package yellow cake mix', '2 (16 ounce) packages vanilla frosting', '1 drop red food coloring']","['Preheat oven to 350 degrees F (175 degrees C). Grease a 2-quart ovenproof Pyrex glass mixing bowl with shortening and dust with flour.', 'Prepare cake as directed on box. Pour batter into prepared bowl.', 'Bake 50-60 minutes or until cake tester inserted into center comes out clean. Cool 15 minutes.', 'Invert on cake plate with widest part of cake on the bottom. Cool 3 hours before decorating.', 'Insert a clean doll into center of cake. Decorate the skirt with icing tinted any color or use more than one color. Use a decorator tip to make the skirt as fancy as you like and decorate the top of the doll for the top of the dress also.']",http://images.media-allrecipes.com/userphotos/250x250/68960.jpg,0,0,4.48,88
1496,Cherry Chip Cake,0,"['2 cups all-purpose flour', '1 teaspoon ground cinnamon', '3/4 cup white sugar', '1/8 teaspoon salt', '3/4 cup vegetable oil', '2 eggs', '2 teaspoons vanilla extract', '1 teaspoon baking soda', '1 (21 ounce) can cherry pie filling', '6 ounces semisweet chocolate chips']","['Preheat the oven to 350 degrees F (175 degrees C). Butter and flour a bundt pan or 10-inch tube pan.', 'In a bowl, combine the flour, sugar, oil, eggs, vanilla, baking soda, cinnamon, and salt. Mix well. Stir in the cherries and their liquid and the chocolate chips. Pour the batter into the prepared pan.', 'Bake for about 1 hour, until a cake tester inserted in the center comes out clean. Cool on rack and remove from the pan to cool completely.']",http://images.media-allrecipes.com/userphotos/250x250/262753.jpg,0,0,4.13,36
1497,Philadelphia Style Butter Cake,0,"['1 egg', '1 (18.25 ounce) package yellow cake mix', '1/2 cup butter, softened', '8 ounces cream cheese, softened', ""1 (16 ounce) package confectioners' sugar, sifted"", '2 eggs', '1 teaspoon vanilla extract']","['Preheat oven to 350 degrees F (175 degrees C). Grease and flour one 9x13 inch pan.', 'Beat together 1 egg, cake mix, and butter for 5 minutes. Mix and pour into prepared pan.', ""Cream together cream cheese, confectioners' sugar, 2 eggs, and vanilla extract. Pour this on top of the cake base."", 'Bake 35-40 minutes until browned. Cool 15 minutes and cut into squares.']",http://images.media-allrecipes.com/userphotos/560x315/4405400.jpg,0,0,4.16,39
1498,Amalgamation Cake I,0,"['2 cups white sugar', '1 1/2 cups butter', '1 cup buttermilk', '1 teaspoon baking soda', '4 cups all-purpose flour', '1 cup chopped walnuts', '1 cup raisins', '1 cup flaked coconut', '1 teaspoon ground cloves', '1 teaspoon ground cinnamon', '2 cups any flavor fruit jam', '4 egg whites', '1 1/2 cups evaporated milk', '2 cups white sugar', '4 egg yolks', '1/2 cup butter', '2 cups chopped walnuts', '2 cups raisins', '2 cups flaked coconut']","['Preheat oven to 325 degrees F (165 degrees C). Grease and flour 3 8-inch cake pans.', 'Mix flour, soda, cloves, and cinnamon; add 1 cup raisins, 1 cup nuts, and 1 cup coconut and mix well. Set aside.', 'Cream 2 cups sugar and 1 1/2 cups butter. Stir in jam. Add buttermilk alternately with flour mixture, mixing with a spoon, until all is used up, ending with flour mixture.', 'In a separate bowl, beat egg whites until they hold a peak. Fold into other mixture. Pour into prepared cake pans.', 'Bake approximately 30 minutes or until top springs back when lightly touched. Cool and frost.', 'To make frosting: mix 4 egg yolks until they are broken up and smooth, add 1/2 cup evaporated milk and mix together until the eggs yolks are mixed well with milk. Add rest of evaporated milk, 2 cups sugar, and 1/2 cup butter. Cook until thick and remove from heat. Stir in 2 cups nuts, 2 cups raisins, and 2 cups coconut. Cool slightly while beating mixture with a spoon. Spread on cooled cake.']",http://images.media-allrecipes.com/global/recipes/nophoto/nopicture-910x511.png,0,0,5,6
1499,Moist Lemon Poppy Seed Cake,0,"['2 1/4 cups cake flour', '1 1/8 cups white sugar', '1 teaspoon salt', '1 1/2 tablespoons lemon zest', '4 1/2 tablespoons poppy seeds', '1 1/3 cups unsalted butter, softened', '5 eggs', '3/4 cup white sugar', '3/4 cup lemon juice']","['Preheat oven to 350 degrees F (175 degrees C). Grease and flour one 9 x 5 inch loaf pan.', 'Sift together the flour, 1 cup plus 2 tablespoons white sugar and salt. Then mix in the lemon peel, poppy seeds and butter. Beat in the eggs, one at a time, beating well after each addition. Pour batter into the prepared pan.', 'Bake at 350 degrees F (175 degrees C) for 1 hour and 15 minutes or until a toothpick inserted in the center comes out clean.', 'In a saucepan over low heat; cook 3/4 cup white sugar and the lemon juice until stirring until sugar is dissolved. Let cool to just warm or to room temperature.', 'Remove the cake from the oven and place the pan on a wire rack-place a cookie sheet underneath this rack. Prick the top of the cake several times with a toothpick. Brush the top of the cake with the warm or room temperature syrup, allowing lots of the syrup to run down and soak into the sides and bottom of the cake. Cool slightly in the pan before removing the cake to the wire rack to cool completely. When completely cooled, wrap the cake in foil or plastic freezer wrap and let the cake rest at least one day before serving to your guests.']",http://images.media-allrecipes.com/userphotos/560x315/35289.jpg,0,0,3.2,37
1500,Persimmon Brunch Cake,20,"['1 1/4 cups persimmon pulp', '1 teaspoon baking soda', '1/2 cup butter, softened', '1 cup white sugar', '2 cups sifted all-purpose flour', '2 teaspoons baking powder', '1/4 teaspoon salt', '1/2 teaspoon ground cinnamon', '1/2 teaspoon ground nutmeg', '1/2 teaspoon ground cloves', '1/2 cup chopped pecans', '1 teaspoon orange zest', '1/2 teaspoon lemon zest', ""1/4 cup confectioners' sugar for dusting, or as needed""]","['Preheat oven to 350 degrees F (175 degrees C). Grease and flour an 8-inch baking dish or cake pan.', 'Whirl the pulp in a blender until smooth. Blend together the persimmon pulp and baking soda in a small bowl.', 'In a large bowl, cream together the butter and sugar until fluffy. Add the puree to the creamed mixture. Sift together the flour, baking powder, salt, cinnamon, nutmeg and cloves; gradually blend the flour mixture into the persimmon mixture. Stir in nuts and citrus zests; batter will be stiff. Spoon into prepared cake pan.', ""Bake in preheated oven until a toothpick inserted in the center comes out clean, 30 to 40 minutes. Cool the cake in the pan for 10 minutes, and turn out on a rack to continue cooling an additional 20 or 30 minutes before serving. Sprinkle with confectioners' sugar and serve warm.""]",http://images.media-allrecipes.com/userphotos/250x250/867908.jpg,30,80,4.65,16
1501,Champagne Cake I,40,"['2 3/4 cups all-purpose flour', '3 teaspoons baking powder', '1 teaspoon salt', '2/3 cup butter', '1 1/2 cups white sugar', '3/4 cup champagne', '6 egg whites']","['Preheat oven to 350 degrees F (175 degrees C). Grease a 10-inch round cake pan.', 'In a large bowl, cream together butter and sugar until very light and fluffy. Sift flour, baking powder, and salt together, and then blend into creamed mixture alternately with champagne.', 'In a large clean bowl, beat egg whites until stiff peaks form. Fold 1/3 of the whites into batter to lighten it, then fold in remaining egg whites. Pour into prepared pan.', 'Bake at 350 degrees F (175 degrees C) for 25 to 30 minutes, or until a toothpick inserted into the cake comes out clean.']",http://images.media-allrecipes.com/userphotos/560x315/653114.jpg,30,70,4.01,79
1502,English Caraway Cake,0,"['1 tablespoon butter, softened', '1/2 cup butter, softened', '2 1/2 cups all-purpose flour', '1 teaspoon baking powder', 'salt to taste', '3/4 cup white sugar', '1 tablespoon caraway seed', '1 egg', '1/2 cup milk']","['Preheat oven to 350 degrees F ( 175 degrees C). Grease and flour the bottom and sides of an 8 inch round cake pan with 1 tablespoon softened butter or margarine.', 'Sift together flour, salt, and baking powder.', 'Cream 1/2 cup butter or margarine and sugar together. Mix in caraway seeds and egg. Add flour mixture and milk, beating well. Pour batter into prepared cake pan.', 'Bake for about 45 minutes, or until a knife inserted into the center comes out clean. Cool.']",http://images.media-allrecipes.com/userphotos/250x250/63701.jpg,0,0,4.6,10
1503,Sicilian Ricotta Cheesecake,0,"['2 pounds ricotta cheese', '2/3 cup white sugar', '1/3 cup all-purpose flour', '6 eggs', '1/4 teaspoon ground cinnamon', '2 teaspoons orange zest', '2 teaspoons vanilla extract', '1/8 teaspoon salt']","['Preheat oven to 300 degrees F (150 degrees C). Set rack in the middle of the oven. Butter and flour a 9 1/2 inch springform pan, and tap out excess flour.', 'Place the ricotta in a large mixing bowl, and stir it as smooth as possible with a rubber spatula. Stir the sugar and flour together thoroughly into the ricotta. Stir in the eggs 1 at a time. Blend in the vanilla, cinnamon, orange zest, and salt. Pour batter into the prepared pan.', 'Bake in the center of the oven for about 1 1/4 to 1 1/2 hours, until a light golden color. Make sure the center is fairly firm, and the point of a sharp knife inserted in the center comes out clean. Cool on a wire rack. It will sink slightly as it cools. Cover, and chill till serving time.']",http://images.media-allrecipes.com/userphotos/250x250/68547.jpg,0,0,4.28,134
1504,Marble Swirl Pound Cake,0,"['2 cups white sugar', '1 cup butter, softened', '3 1/2 cups cake flour', '1 cup milk', '1 1/2 teaspoons baking powder', '2 teaspoons vanilla extract', '1/4 teaspoon salt', '4 eggs', '1/4 cup unsweetened cocoa powder']","['In a large bowl, with electric mixer at low speed, beat sugar and butter or margarine until blended. Increase speed to high, and beat until light and fluffy. Add flour, milk, baking powder, vanilla, salt, and eggs; beat at medium speed until well mixed. Increase speed to high, and beat batter 4 minutes longer.', 'Remove about 2 1/2 cups batter to a medium bowl. With a wire whisk or fork, beat cocoa into batter in medium bowl until well blended.', 'Grease a 10 inch tube pan. Alternately spoon vanilla and chocolate layers into prepared pan. With a large spoon, cut and twist through batters to obtain marbled effect.', 'Bake at 350 degrees F (175 degrees C) for 1 hour, or until a toothpick inserted in the center of the cake comes out clean. Cool cake in pan, and on a wire rack, for 10 minutes. Remove cake from pan, and cool completely.']",http://images.media-allrecipes.com/userphotos/560x315/1107023.jpg,0,0,3.97,145
1505,Apple Spice Cake,0,"['2 cups all-purpose flour', '1 teaspoon ground cinnamon', '1 teaspoon ground nutmeg', '1 teaspoon ground allspice', '1/2 teaspoon salt', '1 cup butter, softened', '2 cups white sugar', '4 eggs', '1 teaspoon baking soda', '1 tablespoon warm water', '1 teaspoon vanilla extract', '3 apples - peeled, cored and chopped', '1/2 cup raisins', ""1/4 cup confectioners' sugar for dusting""]","['Preheat oven to 350 degrees F (175 degrees C). Butter a 10 inch tube pan. Cover raisins with warm water, let soak for 10 minutes and then drain. Whisk together flour, spices, and salt. Set aside.', 'Cream together butter or margarine and sugar. Mix in eggs and vanilla. Stir together soda and 1 tablespoon warm water, and mix into the sugar mixture. Stir in flour mixture, apples, and strained raisins until well blended. Pour batter into prepared pan.', ""Bake for approximately 1 hour, or until a tester comes out clean. Cool in pan. Once cool, shake pan to loosen cake. Turn onto plate, and dust with confectioners' sugar.""]",http://images.media-allrecipes.com/userphotos/560x315/3832085.jpg,0,0,4.63,219
